frequent-polish-3170,wierny,"
<div class=""trans"">loyal; believer</div>
adj; m
<br>
Jesteś wierny.
<div class=""trans"">-You're loyal.</div>
"
frequent-polish-3171,spłukany,"
<div class=""trans"">rinsed; broke (coll)</div>
adj; adj
<br>
Jestem spłukany. Potrzebuję gorącego posiłku.
<div class=""trans"">-I'm broke. I need a hot meal.</div>
"
frequent-polish-3172,blok,"
<div class=""trans"">block</div>
m
<br>
Masz ochotę na spacer, więc parkujesz blok dalej.
<div class=""trans"">-You feel like walking a bit so you park a block away.</div>
"
frequent-polish-3173,nalać (się),"
<div class=""trans"">pour [lać, nalać]</div>
vpf2
<br>
Po co komu szklanka, jeśli nie ma się czego do niej nalać?
<div class=""trans"">-What use is there for a glass, if you don't have anything to pour into it?</div>
"
frequent-polish-3174,norma,"
<div class=""trans"">standard, norm</div>
f
<br>
Mamy bardzo wysokie normy społeczności.
<div class=""trans"">-Our community standards are very high.</div>
"
frequent-polish-3175,wnętrze,"
<div class=""trans"">interior, inside</div>
n
<br>
Mogę zobaczyć wnętrze domu?
<div class=""trans"">-May I see the inside of the house?</div>
"
frequent-polish-3176,przejrzeć (się),"
<div class=""trans"">browse, see through; see [przeglądać, przejrzeć]</div>
vpf; vpfr
<br>
Nie mogę zrozumieć, jak twój ojciec zdołał przejrzeć tego człowieka.
<div class=""trans"">-I can't understand how your father managed to see through that man.</div>
"
frequent-polish-3177,wystarczać,"
<div class=""trans"">last, suffice [wystarczać, wystarczyć]</div>
vif
<br>
Zapasy powinny wystarczyć na długo.
<div class=""trans"">-The reserves should last for long.</div>
"
frequent-polish-3178,zatrudnić (się),"
<div class=""trans"">hire, employ; get hired [zatrudniać, zatrudnić]</div>
vpf; vpfr
<br>
Co mam z nim zrobić? Zatrudnić go?
<div class=""trans"">-What am I to do with him? Employ him?</div>
"
frequent-polish-3179,wojenny,"
<div class=""trans"">war, martial</div>
adj
<br>
Prezydent zawiesił konstytucję i wprowadził stan wojenny.
<div class=""trans"">-The President suspended the constitution and imposed martial law.</div>
"
frequent-polish-3180,zeznawać,"
<div class=""trans"">testify [zeznawać, zeznać]</div>
vif
<br>
Będziesz musiał zeznawać w jawnej rozprawie.
<div class=""trans"">-You'll have to testify in open court.</div>
"
frequent-polish-3181,przygotowywać (się),"
<div class=""trans"">prepare [przygotowywać, przygotować]</div>
vif2
<br>
Muszę przygotowywać się do egzaminu.
<div class=""trans"">-I have to prepare for the exam.</div>
"
frequent-polish-3182,zgon,"
<div class=""trans"">death</div>
m
<br>
Lekarze stwierdzili zgon pacjenta.
<div class=""trans"">-The doctors have claimed the death of the patient.</div>
"
frequent-polish-3183,powiązanie,"
<div class=""trans"">link, connection</div>
n
<br>
John ma jakieś powiązania z mafią.
<div class=""trans"">-John has some links to the mafia.</div>
"
frequent-polish-3184,nieśmiały,"
<div class=""trans"">shy</div>
adj
<br>
Był zbyt nieśmiały, żeby to zrobić.
<div class=""trans"">-He was too shy to do that.</div>
"
frequent-polish-3185,sedno,"
<div class=""trans"">essence</div>
n
<br>
I w tym momencie dotykamy sedna problemu.
<div class=""trans"">-At this moment we are touching the essence of the problem.</div>
"
frequent-polish-3186,ukarać (się),"
<div class=""trans"">punish [karać, ukarać]</div>
vpf2
<br>
Myślałem, że Bernadette chce mnie ukarać.
<div class=""trans"">-I thought Bernadette wants to punish me.</div>
"
frequent-polish-3187,naczynie,"
<div class=""trans"">vessel, dish</div>
n
<br>
Pozmywaj, proszę, naczynia.
<div class=""trans"">-Wash the dishes, please.</div>
"
frequent-polish-3188,opona,"
<div class=""trans"">tire</div>
f
<br>
John musiał dzisiaj pójść do szkoły na piechotę, bo w jego rowerze pękła opona.
<div class=""trans"">-John had to walk to school today because his bicycle had a flat tire.</div>
"
frequent-polish-3189,bandyta,"
<div class=""trans"">bandit</div>
m
<br>
Jakiś bandyta chciał moje pieniądze.
<div class=""trans"">-Some bandit wanted my money.</div>
"
frequent-polish-3190,oszust,"
<div class=""trans"">cheater, fraud</div>
m
<br>
Jeśli jest jakiś oszust, to nie wśród przesłuchanych.
<div class=""trans"">-If there's a fraud, he's not one of the five that we interviewed.</div>
"
frequent-polish-3191,warta,"
<div class=""trans"">guard</div>
f
<br>
Warta zmienia się za godzinę, mamy czas.
<div class=""trans"">-The guards change in an hour, we have time.</div>
"
frequent-polish-3192,zjazd,"
<div class=""trans"">convention; exit; downhill</div>
m; m; m
<br>
Zjazd z tej góry nie jest taki prosty.
<div class=""trans"">-Going downhill from this mountain isn’t all that easy.</div>
"
frequent-polish-3193,ziom,"
<div class=""trans"">bro (coll)</div>
m
<br>
Słuchaj ziom, zaparkowałeś na moim miejscu.
<div class=""trans"">-Listen, bro, you parked in my spot.</div>
"
frequent-polish-3194,talerz,"
<div class=""trans"">plate</div>
m
<br>
Na stole leżał talerz, a na nim trzy jajka sadzone.
<div class=""trans"">-There was a plate on the table, with three sunny sides up eggs on it.</div>
"
frequent-polish-3195,gładko,"
<div class=""trans"">smoothly</div>
adv
<br>
Misja przebiegała gładko przez dwa dni.
<div class=""trans"">-The mission was going smoothly for two days.</div>
"
frequent-polish-3196,drogo,"
<div class=""trans"">expensive; dearly</div>
adv
<br>
30 dolarów to za drogo za tak mały pokoik.
<div class=""trans"">-30 dollars is far too expensive for that little room.</div>
"
frequent-polish-3197,rozkazywać,"
<div class=""trans"">order [rozkazywać, rozkazać]</div>
vif
<br>
Rozkazywali zabijać Polaków.
<div class=""trans"">-They ordered to kill the Polish.</div>
"
frequent-polish-3198,polski,"
<div class=""trans"">Polish</div>
adj
<br>
Język polski to jeden z najtrudniejszych języków Europy.
<div class=""trans"">-The Polish language is one of the most difficult in Europe.</div>
"
frequent-polish-3199,odesłać (się),"
<div class=""trans"">send [odsyłać, odesłać]</div>
vpf2
<br>
Najpierw muszę odesłać Jane do szkoły.
<div class=""trans"">-I have to send Jane to school first.</div>
"
frequent-polish-3200,ceremonia,"
<div class=""trans"">ceremony</div>
f
<br>
Ceremonia odbędzie się jutro.
<div class=""trans"">-The ceremony will take place tomorrow.</div>
"
frequent-polish-3201,seria,"
<div class=""trans"">series</div>
f
<br>
Ta seria figurek jest bardzo droga.
<div class=""trans"">-This series of action figurines is very expensive.</div>
"
frequent-polish-3202,kumać (się),"
<div class=""trans"">understand (coll); hang out (coll) [kumać, skumać]</div>
vif; vifr
<br>
Popatrz na niego, on nic nie kuma.
<div class=""trans"">-Look at him, he doesn’t understand anything.</div>
"
frequent-polish-3203,szyba,"
<div class=""trans"">pane, glass</div>
f
<br>
Jakiś owad uderzył w szybę.
<div class=""trans"">-Some insect hit the pane.</div>
"
frequent-polish-3204,fiut,"
<div class=""trans"">dick (coll)</div>
m
<br>
Mózg i fiut nie działają jednocześnie.
<div class=""trans"">-Brain and dick do not work at the same time.</div>
"
frequent-polish-3205,wymiana,"
<div class=""trans"">exchange</div>
f
<br>
Pierwsze co robię po przybyciu do nowego kraju to wymiana pieniędzy.
<div class=""trans"">-The first place I go to when I arrive in a country is money exchange.</div>
"
frequent-polish-3206,obydwa,"
<div class=""trans"">both</div>
nu
<br>
Obydwaj stali, jakby na coś czekali.
<div class=""trans"">-Both of them were standing as if they were waiting for something.</div>
"
frequent-polish-3207,wydanie,"
<div class=""trans"">release, edition</div>
n
<br>
Znalazłem to rzadkie wydanie, którego tak długo szukałem.
<div class=""trans"">-I found the rare edition that I've been looking so long for.</div>
"
frequent-polish-3208,tenis,"
<div class=""trans"">tennis</div>
m
<br>
Lubisz tenis?
<div class=""trans"">-Do you like tennis?</div>
"
frequent-polish-3209,wyskoczyć,"
<div class=""trans"">jump out; go out (coll) [wyskakiwać, wyskoczyć]</div>
vpf
<br>
Jadąc tu, próbował wyskoczyć z ciężarówki.
<div class=""trans"">-Coming here, he tried to jump out of the truck.</div>
"
frequent-polish-3210,grzecznie,"
<div class=""trans"">politely</div>
adv
<br>
Przed wejściem do mojego gabinetu trzeba grzecznie poprosić.
<div class=""trans"">-You have to ask politely first if you want to come into my office.</div>
"
frequent-polish-3211,technicznie,"
<div class=""trans"">technically</div>
adv
<br>
Technicznie rzecz biorąc, jesteśmy małżeństwem.
<div class=""trans"">-Technically speaking we are a marriage.</div>
"
frequent-polish-3212,ster,"
<div class=""trans"">helm; control</div>
m; m
<br>
Chyba czas bym przejął ster.
<div class=""trans"">-I think it’s time for me to take control.</div>
"
frequent-polish-3213,wykluczony,"
<div class=""trans"">excluded; out of the question</div>
adj; adj
<br>
Został wykluczony z klubu.
<div class=""trans"">-He was excluded from the club.</div>
"
frequent-polish-3214,regularnie,"
<div class=""trans"">regularly</div>
adv
<br>
Piwnica w jego domu jest regularnie zalewana.
<div class=""trans"">-The basement of his house is regularly flooded.</div>
"
frequent-polish-3215,zdejmować (się),"
<div class=""trans"">remove; take off [zdejmować, zdjąć]</div>
vif2; vif
<br>
Nie musisz zdejmować butów.
<div class=""trans"">-You need not take off your shoes.</div>
"
frequent-polish-3216,wygodny,"
<div class=""trans"">comfortable</div>
adj
<br>
Nijak nie da się powiedzieć, że przydzielony mi pokój był wygodny.
<div class=""trans"">-In all honesty, I could not say the room allotted to me was comfortable.</div>
"
frequent-polish-3217,malować (się),"
<div class=""trans"">paint [malować, pomalować]</div>
vif2
<br>
Dopiero w wieku czterdziestu lat zaczął malować obrazy.
<div class=""trans"">-It was not until he was forty that he started to paint pictures.</div>
"
frequent-polish-3218,piec (się),"
<div class=""trans"">oven, furnace; bake [piec, upiec]</div>
m; vif2
<br>
Wiosną zeszłego roku chodziłem na kurs gotowania i nauczyłem się piec chleb.
<div class=""trans"">-I took a cooking class last spring and learned to bake bread.</div>
"
frequent-polish-3219,ruszt,"
<div class=""trans"">grate, barbecue</div>
m
<br>
Połóż mięso na ruszt.
<div class=""trans"">-Put the meat on the grate.</div>
"
frequent-polish-3220,reżyser,"
<div class=""trans"">director</div>
m
<br>
Jako reżyser, Jestem zaniepokojony.
<div class=""trans"">-As a director, I'm concerned.</div>
"
frequent-polish-3221,kuzynka,"
<div class=""trans"">cousin</div>
f
<br>
Idziemy z kuzynką na zakupy.
<div class=""trans"">-We are going shopping with my cousin.</div>
"
frequent-polish-3222,niebiosa,"
<div class=""trans"">heaven</div>
fpl
<br>
I przyszła na ciebie kara z niebios.
<div class=""trans"">-And heaven’s punishment has reached you.</div>
"
frequent-polish-3223,wsiadać,"
<div class=""trans"">get on, get in [wsiadać, wsiąść]</div>
vif
<br>
Proszę nie wsiadać do samochodu!
<div class=""trans"">-Please don’t get in the car!</div>
"
frequent-polish-3224,kieliszek,"
<div class=""trans"">glass</div>
m
<br>
John podniósł kieliszek z winem do toastu.
<div class=""trans"">-John held up his wine glass for a toast.</div>
"
frequent-polish-3225,stres,"
<div class=""trans"">stress</div>
m
<br>
Stres może mieć niesłychanie negatywny wpływ na nasze zdrowie.
<div class=""trans"">-Stress can have an enormously negative impact on your health.</div>
"
frequent-polish-3226,produkt,"
<div class=""trans"">product</div>
m
<br>
Ten produkt był reklamowany w telewizji.
<div class=""trans"">-This product was advertised on TV.</div>
"
frequent-polish-3227,odezwać się,"
<div class=""trans"">talk, speak [odzywać, odezwać]</div>
vpfr
<br>
Nie byłem w stanie odezwać się do niego.
<div class=""trans"">-I could not speak to him.</div>
"
frequent-polish-3228,napaść (się),"
<div class=""trans"">assault; assault [napadać, napaść]</div>
f; vpf2
<br>
Jesteś aresztowany za napaść i pobicie.
<div class=""trans"">-You're under arrest for assault and battery.</div>
"
frequent-polish-3229,odczytać (się),"
<div class=""trans"">read [odczytywać, odczytać]</div>
vpf2
<br>
Próbowaliśmy odczytać litery napisane na murze.
<div class=""trans"">-We tried to read the letters written on the wall.</div>
"
frequent-polish-3230,odkrycie,"
<div class=""trans"">discovery</div>
n
<br>
Odkrycie Ameryki było kluczowe w historii świata.
<div class=""trans"">-The discovery of America was crucial in the history of the world.</div>
"
frequent-polish-3231,zawracać (się),"
<div class=""trans"">turn back [zawracać, zawrócić]</div>
vif
<br>
Musimy zawracać do domu.
<div class=""trans"">-We have to turn back and go home.</div>
"
frequent-polish-3232,zmuszać (się),"
<div class=""trans"">force, make [zmuszać, zmusić]</div>
vif2
<br>
Musiałem się zmuszać, żeby zjeść ten obiad.
<div class=""trans"">-I had to force myself to eat this dinner.</div>
"
frequent-polish-3233,spakować (się),"
<div class=""trans"">pack [pakować, spakować]</div>
vpf2
<br>
Nie wiedziałam nawet jak się spakować.
<div class=""trans"">-I didn’t even know how to pack.</div>
"
frequent-polish-3234,rozpoczynać (się),"
<div class=""trans"">start, begin [rozpoczynać, rozpocząć]</div>
vif2
<br>
Szoł już się rozpoczyna!
<div class=""trans"">-The show is starting right now!</div>
"
frequent-polish-3235,kłódka,"
<div class=""trans"">padlock</div>
f
<br>
Zniszczył kłódkę łomem.
<div class=""trans"">-He broke the padlock with a crowbar.</div>
"
frequent-polish-3236,ów,"
<div class=""trans"">that</div>
prn
<br>
Ów stolarz miał bardzo piękną córkę.
<div class=""trans"">-That carpenter had a very beautiful daughter.</div>
"
frequent-polish-3237,wariatka,"
<div class=""trans"">lunatic, madwoman</div>
f
<br>
Jego była żona, wariatka, zepchnęła mnie ze schodów.
<div class=""trans"">-His ex-wife, the lunatic, pushed me down the stairs.</div>
"
frequent-polish-3238,wznieść (się),"
<div class=""trans"">erect, lift [wznosić, wznieść]</div>
vpf2
<br>
Musimy wznieść samolot wyżej.
<div class=""trans"">-We need to lift the plane higher.</div>
"
frequent-polish-3239,porozumienie,"
<div class=""trans"">agreement</div>
n
<br>
Mogę oficjalnie ogłosić, że osiągnęliśmy porozumienie.
<div class=""trans"">-I can officially announce that we’ve reached an agreement.</div>
"
frequent-polish-3240,kurna,"
<div class=""trans"">crap</div>
i
<br>
Nie mogę mówić „kurna"" w babcinym domu.
<div class=""trans"">-I can't say ""damn"" in my grandmother's house.</div>
"
frequent-polish-3241,zawieść (się),"
<div class=""trans"">fail, disappoint [zawodzić, zawieść]</div>
vpf2
<br>
Nie możemy zawieść.
<div class=""trans"">-We can't fail.</div>
"
frequent-polish-3242,zrzucić (się),"
<div class=""trans"">drop, throw off [zrzucać, zrzucić]</div>
vpf2
<br>
Tylko nie zrzuć szklanki ze stołu.
<div class=""trans"">-Just don’t drop the glass off the table.</div>
"
frequent-polish-3243,niepotrzebny,"
<div class=""trans"">unnecessary</div>
adj
<br>
Jesteś niepotrzebny.
<div class=""trans"">-You're unnecessary.</div>
"
frequent-polish-3244,strzelba,"
<div class=""trans"">gun, shotgun</div>
f
<br>
Strzelba zadaje duże obrażenia na krótkim dystansie.
<div class=""trans"">-Shotgun deals big damage in close quarters.</div>
"
frequent-polish-3245,ciekawić (się),"
<div class=""trans"">interest; be curious [ciekawić, zaciekawić]</div>
vif; vif2
<br>
Ciekawię się, co trzeba zrobić, żeby dostać stypendium.
<div class=""trans"">-I’m curious what you need to do to get the scholarship.</div>
"
frequent-polish-3246,piorun,"
<div class=""trans"">lightning</div>
m
<br>
Piorun mnie trafił.
<div class=""trans"">-I got hit by lightning.</div>
"
frequent-polish-3247,moneta,"
<div class=""trans"">coin</div>
f
<br>
Z kieszeni wypadła mu moneta.
<div class=""trans"">-A coin dropped out of his pocket.</div>
"
frequent-polish-3248,pograć,"
<div class=""trans"">play</div>
vpf
<br>
Poszliśmy do parku pograć w bejzbol.
<div class=""trans"">-We went to the park to play baseball.</div>
"
frequent-polish-3249,pospieszyć (się),"
<div class=""trans"">hurry [pośpieszać, pospieszyć]</div>
vpf2
<br>
Muszę się pospieszyć!
<div class=""trans"">-I have to hurry!</div>
"
frequent-polish-3250,twierdza,"
<div class=""trans"">fortress</div>
f
<br>
Ta forteca została zbudowana 300 lat temu.
<div class=""trans"">-This fortress was built 300 years ago.</div>
"
frequent-polish-3251,ubaw,"
<div class=""trans"">fun</div>
m
<br>
Będzie ubaw, jak nakarmimy go śniegiem.
<div class=""trans"">-It will be fun making him eat snow.</div>
"
frequent-polish-3252,niezbędny,"
<div class=""trans"">necessary</div>
adj
<br>
Jesteś niezbędny.
<div class=""trans"">-You're necessary.</div>
"
frequent-polish-3253,zasłona,"
<div class=""trans"">curtain</div>
f
<br>
Chciałabym kupić różowe zasłony.
<div class=""trans"">-I would like to buy pink curtains.</div>
"
frequent-polish-3254,skrzynka,"
<div class=""trans"">box</div>
f
<br>
Gdzie jest skrzynka pocztowa?
<div class=""trans"">-Where is the mailbox?</div>
"
frequent-polish-3255,wyjść,"
<div class=""trans"">na jaw come out, be exposed</div>
phr
<br>
Wyszło na jaw, że jestem kłamcą.
<div class=""trans"">-I was exposed to be a liar.</div>
"
frequent-polish-3256,zysk,"
<div class=""trans"">income, benefit</div>
m
<br>
Mój zysk liczę w milionach.
<div class=""trans"">-My income counts in millions.</div>
"
frequent-polish-3257,wytłumaczenie,"
<div class=""trans"">explanation</div>
n
<br>
Daj mi rozsądne wytłumaczenie.
<div class=""trans"">-Give me a reasonable explanation.</div>
"
frequent-polish-3258,naraz,"
<div class=""trans"">at once, suddenly</div>
adv
<br>
Nie mogę być w dwóch miejscach naraz.
<div class=""trans"">-I can't be in two places at once.</div>
"
frequent-polish-3259,archiwum,"
<div class=""trans"">archive</div>
n
<br>
Wszystko przechowywane jest w naszym archiwum.
<div class=""trans"">-Everything is kept in our archive.</div>
"
frequent-polish-3260,zapłata,"
<div class=""trans"">payment</div>
f
<br>
Gdzie moja zapłata za pracę?
<div class=""trans"">-Where is my payment for the work?</div>
"
frequent-polish-3261,uznać (się),"
<div class=""trans"">recognize, acknowledge [uznawać, uznać]</div>
vpf2
<br>
Musimy uznać go za króla.
<div class=""trans"">-We have to acknowledge him as a king.</div>
"
frequent-polish-3262,styczeń,"
<div class=""trans"">January</div>
m
<br>
W styczniu jedziemy na narty.
<div class=""trans"">-We’re going skiing in January.</div>
"
frequent-polish-3263,autostrada,"
<div class=""trans"">highway</div>
f
<br>
Autostrada była zamknięta z powodu poważnego wypadku.
<div class=""trans"">-The motorway was closed due to a major accident.</div>
"
frequent-polish-3264,nabój,"
<div class=""trans"">bullet; cartridge</div>
m; m
<br>
Nabój został zatrzymant przez ścianę.
<div class=""trans"">-The bullet was stopped by the wall.</div>
"
frequent-polish-3265,zawiadomić (się),"
<div class=""trans"">inform [zawiadamiać, zawiadomić]</div>
vpf2
<br>
Chciałbym tylko zawiadomić, że nie mogę być na spotkaniu dziś po południu.
<div class=""trans"">-I just want to inform you that I can't attend this afternoon's meeting.</div>
"
frequent-polish-3266,psychicznie,"
<div class=""trans"">mentally</div>
adv
<br>
John jest też chory psychicznie.
<div class=""trans"">-John is also mentally ill.</div>
"
frequent-polish-3267,benzyna,"
<div class=""trans"">petrol</div>
f
<br>
Benzyna jest używana jako paliwo.
<div class=""trans"">-Petrol is used as fuel.</div>
"
frequent-polish-3268,sekretarz,"
<div class=""trans"">secretary</div>
m
<br>
To mój sekretarz, John
<div class=""trans"">-This is my secretary, John.</div>
"
frequent-polish-3269,współczuć,"
<div class=""trans"">empathize, pity [współczuć, —]</div>
vif
<br>
Naprawdę współczuję wszystkim ofiarom wypadku.
<div class=""trans"">-I really pity all of the victims of the accident.</div>
"
frequent-polish-3270,ląd,"
<div class=""trans"">land</div>
m
<br>
Ujrzałem ląd w oddali.
<div class=""trans"">-I saw land in the distance.</div>
"
frequent-polish-3271,studiować,"
<div class=""trans"">study [studiować, —]</div>
vif
<br>
Chciałbym studiować w Paryżu.
<div class=""trans"">-I'd like to study in Paris.</div>
"
frequent-polish-3272,przebić (się),"
<div class=""trans"">break, pierce [przebijać, przebić]</div>
vpf2
<br>
Nikomu już nie uda się przebić przez mur wokół mego serca.
<div class=""trans"">-Nobody will ever again be able to break through the wall hiding my heart.</div>
"
frequent-polish-3273,atrakcyjny,"
<div class=""trans"">attractive</div>
adj
<br>
Jeśli nie uważasz, że jestem atrakcyjny, po prostu o tym powiedz.
<div class=""trans"">-If you don't find me attractive, then just say so.</div>
"
frequent-polish-3274,stawka,"
<div class=""trans"">rate, pay</div>
f
<br>
Ile wynosi twoja stawka godzinowa?
<div class=""trans"">-How much is your hourly pay?</div>
"
frequent-polish-3275,cygaro,"
<div class=""trans"">cigar</div>
n
<br>
Ile kosztuje to cygaro?
<div class=""trans"">-How much is this cigar?</div>
"
frequent-polish-3276,otoczyć (się),"
<div class=""trans"">surround [otaczać, otoczyć]</div>
vpf2
<br>
Poddaj się, jesteś otoczony.
<div class=""trans"">-Surrender, you are surrounded.</div>
"
frequent-polish-3277,tron,"
<div class=""trans"">throne</div>
m
<br>
Jego przeznaczeniem jest przejąć twój tron.
<div class=""trans"">-It's his destiny to take your throne.</div>
"
frequent-polish-3278,wypaść,"
<div class=""trans"">fall out; behove [wypadać, wypaść]</div>
vpf; vpf
<br>
Uważaj, żeby nie wypaść z kabiny.
<div class=""trans"">-Be careful not to fall out of the cabin.</div>
"
frequent-polish-3279,fantazja,"
<div class=""trans"">fantasy</div>
f
<br>
Mogę spełnić twoje największe fantazje.
<div class=""trans"">-I can make your biggest fantasies come true.</div>
"
frequent-polish-3280,element,"
<div class=""trans"">element, piece</div>
m
<br>
Każdy z nich posiada element układanki.
<div class=""trans"">-They each have a piece of the puzzle.</div>
"
frequent-polish-3281,premier,"
<div class=""trans"">prime minister</div>
m
<br>
Premier rozwiązał parlament.
<div class=""trans"">-The prime minister has disbanded the parliament.</div>
"
frequent-polish-3282,klątwa,"
<div class=""trans"">curse</div>
f
<br>
To nie choroba, to klątwa.
<div class=""trans"">-It’s not a sickness, it’s a curse.</div>
"
frequent-polish-3283,wczorajszy,"
<div class=""trans"">yesterday’s</div>
adj
<br>
John powiedział, że wczorajszy koncert trwał trzy godziny.
<div class=""trans"">-John said yesterday's concert took three hours.</div>
"
frequent-polish-3284,towarzyszyć,"
<div class=""trans"">accompany [towarzyszyć, —]</div>
vif
<br>
Poprosił mnie, żeby mu towarzyszyć podczas weekendu.
<div class=""trans"">-He asked me to accompany him on the weekends.</div>
"
frequent-polish-3285,przykry,"
<div class=""trans"">unpleasant, nasty</div>
adj
<br>
To było bardzo przykre doświadczenie.
<div class=""trans"">-It was a very unpleasant experience.</div>
"
frequent-polish-3286,gniazdo,"
<div class=""trans"">nest</div>
n
<br>
Każdy musi szukać gniazda dla siebie.
<div class=""trans"">-Everyone needs to find a nest of their own.</div>
"
frequent-polish-3287,mistrzostwa,"
<div class=""trans"">championship</div>
fpl
<br>
Każdego roku, w lipcu, kiedy mistrzostwa się kończą, zaczyna przygotowania na następny rok.
<div class=""trans"">-Each July, when the Championships are over, he starts preparing for the next year.</div>
"
frequent-polish-3288,rozsądek,"
<div class=""trans"">sense</div>
m
<br>
Czym dokładnie jest zdrowy rozsądek?
<div class=""trans"">-What exactly is common sense?</div>
"
frequent-polish-3289,runda,"
<div class=""trans"">round</div>
f
<br>
Na twoje szczęście jest runda bonusowa.
<div class=""trans"">-Lucky for you there's a bonus round.</div>
"
frequent-polish-3290,ulga,"
<div class=""trans"">relief</div>
f
<br>
Co za ulga!
<div class=""trans"">-What a relief!</div>
"
frequent-polish-3291,blizna,"
<div class=""trans"">scar</div>
f
<br>
Ta blizna nigdy nie zniknie.
<div class=""trans"">-This scar will never disappear.</div>
"
frequent-polish-3292,wyczucie,"
<div class=""trans"">sense</div>
n
<br>
Ważne, byś miał własne wyczucie.
<div class=""trans"">-It is important to have a sense of your own.</div>
"
frequent-polish-3293,medyczny,"
<div class=""trans"">medical</div>
adj
<br>
Leczenie medyczne jest wymagane.
<div class=""trans"">-Medical treatment is necessary.</div>
"
frequent-polish-3294,pisanie,"
<div class=""trans"">writing</div>
n
<br>
Czy pisanie jest takie trudne?
<div class=""trans"">-Is writing that difficult?</div>
"
frequent-polish-3295,seksowny,"
<div class=""trans"">sexy</div>
adj
<br>
Nigdy nie widziałam, by jakiś chłopak był tak seksowny.
<div class=""trans"">-I’ve never seen any guy so sexy.</div>
"
frequent-polish-3296,nieznany,"
<div class=""trans"">unknown</div>
adj
<br>
Nieznany mężczyzna chodził chodnikiem tam i z powrotem.
<div class=""trans"">-An unknown man was walking back and forth on the pavement.</div>
"
frequent-polish-3297,zawdzięczać (się),"
<div class=""trans"">owe [zawdzięczać, —]</div>
vif2
<br>
Wszystko zawdzięczam swoim rodzicom.
<div class=""trans"">-I owe everything to my parents.</div>
"
frequent-polish-3298,kolejność,"
<div class=""trans"">order</div>
f
<br>
Kolejność wychodzenia na scenę jest już ustalona.
<div class=""trans"">-The order in which you go to the stage has already been decided.</div>
"
frequent-polish-3299,kosmiczny,"
<div class=""trans"">cosmic, space</div>
adj
<br>
Czuję, że otacza mnie kosmiczna energia.
<div class=""trans"">-I can feel the cosmic energy surrounding me.</div>
"
frequent-polish-3300,polować,"
<div class=""trans"">hunt [polować, zapolować]</div>
vif
<br>
Lubi polować.
<div class=""trans"">-He likes to hunt.</div>
"
frequent-polish-3301,liga,"
<div class=""trans"">league</div>
f
<br>
Ta dziewczyna to nie twoja liga.
<div class=""trans"">-This girl is out of your league.</div>
"
frequent-polish-3302,długość,"
<div class=""trans"">length</div>
f
<br>
Długość tego samochodu to ponad 4 metry.
<div class=""trans"">-The length of this car is over 4 meters.</div>
"
frequent-polish-3303,krąg,"
<div class=""trans"">circle</div>
m
<br>
Tutaj zbierał się sekretny krąg kapłanów.
<div class=""trans"">-The secret circle of monks used to gather here.</div>
"
frequent-polish-3304,zabezpieczenie,"
<div class=""trans"">protection, cover</div>
n
<br>
Najlepsze zabezpieczenie przed słońcem to cień.
<div class=""trans"">-Shadow is the best protection from the sun.</div>
"
frequent-polish-3305,naprzeciw,"
<div class=""trans"">against; opposite</div>
adv; prp
<br>
Musisz wyjść swoim problemom naprzeciw.
<div class=""trans"">-You have to step out against your problems.</div>
"
frequent-polish-3306,babka,"
<div class=""trans"">grandmother; lady (coll)</div>
f
<br>
Moja babka żyła 82 lata.
<div class=""trans"">-My grandmother has lived for 82 years.</div>
"
frequent-polish-3307,opanować (się),"
<div class=""trans"">master; calm down [opanowywać, opanować]</div>
vpf; vpf2
<br>
Jeśli chcesz opanować język, musisz nauczyć się myśleć w tym języku.
<div class=""trans"">-If you want to master a language, you need to learn to think in that language.</div>
"
frequent-polish-3308,galeria,"
<div class=""trans"">gallery</div>
f
<br>
W weekend jedziemy do galerii sztuki.
<div class=""trans"">-We’re going to the art gallery at the weekend.</div>
"
frequent-polish-3309,rzec (się),"
<div class=""trans"">say [—, rzec]</div>
vpf2
<br>
I wtedy on rzekł, że nie ma już pieniędzy.
<div class=""trans"">-And then he said he doesn’t have money anymore.</div>
"
frequent-polish-3310,lalka,"
<div class=""trans"">doll</div>
f
<br>
Popsuta lalka jest moja.
<div class=""trans"">-The broken doll is mine.</div>
"
frequent-polish-3311,trawa,"
<div class=""trans"">grass</div>
f
<br>
John, możesz skosić trawę?
<div class=""trans"">-John, can you maw the grass?</div>
"
frequent-polish-3312,kompletny,"
<div class=""trans"">complete</div>
adj
<br>
Boże, to kompletny chaos!
<div class=""trans"">-Oh my god, it's complete chaos!</div>
"
frequent-polish-3313,legalny,"
<div class=""trans"">legal</div>
adj
<br>
Upewnij się, że twoja kopia filmu jest legalna.
<div class=""trans"">-Make sure your copy of the movie is legal.</div>
"
frequent-polish-3314,młodzieniec,"
<div class=""trans"">youngster</div>
m
<br>
Jakiś młodzieniec znowu krzyczy na starszych.
<div class=""trans"">-Some youngster is shouting at the elder again.</div>
"
frequent-polish-3315,przesadzać,"
<div class=""trans"">exaggerate; replant [przesadzać, przesadzić]</div>
vif; vif
<br>
Ona lubi przesadzać.
<div class=""trans"">-He likes to exaggerate.</div>
"
frequent-polish-3316,cenny,"
<div class=""trans"">valuable, precious</div>
adj
<br>
Jesteś dla mnie cenny.
<div class=""trans"">-You are precious to me.</div>
"
